title,description,status,update_log,Resource
Fotoğrafın Viyana’da hükümetin Covid-19 önlemlerini protesto edenlere ait oldu,Viyana’da salgın önlemlerini protesto edenleri gösterdiği iddia edilen fotoğraf 1991 yılında Moskova’da gerçekleşen protestodan.,0,√,TeyitOrg-False
Yeni kimlikler için yıllık 90 TL aidat ödendi,"Yeni kimlikler için yılda 90 TL aidat verileceği iddiası gerçeği yansıtmıyor. Bahsi geçen ücretlendirme, kimliğine e-imza yüklemek isteyenler için.",0,√,TeyitOrg-False
Fotoğrafın insan yüzüne benzeyen kayaları gösterdi,Karşı karşıya iki insan yüzü siluetini andıran kayaları gösteren fotoğraf manipüle edilmiş. Tayland’ta çekilen fotoğrafın orijinalinde kayalar insan silueti şeklinde değil.,0,√,TeyitOrg-False
Depremin 11. gününden mucize kurtuluşlar,"Türkiye'yi derinden sarsan depremin üzerinden 11 gün geçti. 248, 258, 260 ve 261. saatlerde Kahramanmaraş ile Hatay'dan gelen kurtuluş haberleri umutları yeşertti. Ekiplerin deprem bölgesinde zamana karşı mücadelesi sürüyor...",1,X,TRT
EYT'de eksik prim nasıl tamamlanır?,"EYT düzenlemesinin hayata geçmesine kısa süre kaldı. Emeklilik için başvurular düzenlemenin yasalaşmasının ardından başlayacak. Kişiler prim eksiklerini doğum, askerlik ve yurt dışı borçlanmasıyla tamamlayabilecek.",1,X,TRT
Tatar: Deprem 500 atom bombası etkisinde,"AFAD Deprem Risk ve Azaltma Genel Müdürü Orhan Tatar açıklamalarda bulundu. Tatar, ''7,7 büyüklüğündeki depremin açığa çıkardığı enerji 500 atom bombasının yarattığı etkiye, enerjiye sahip'' dedi.",1,X,TRT
Provokatif paylaşım yapan 651 hesap tespit edildi: 21 tutuklama,"Emniyet Genel Müdürlüğü, sosyal medya platformlarında depreme ilişkin provokatif paylaşımlarda bulunan 651hesap yöneticisi tespit edildiğini açıkladı. Adli işlem başlatılan 110 şüpheli gözaltına alınırken, 21'i tutuklandı.",1,X,TRT
Uzman ve başöğretmenlik kesin sınav sonuçları açıklandı,Milli Eğitim Bakanlığı'nca 19 Kasım'da yapılan uzman ve başöğretmenlik sınavı için kesin sınav sonuçları açıklandı.,1,X,TRT
Fotoğrafın Caddebostan’da şarbon hastalığı taşıyan sahile vurmuş ölü bir ineği gösterdi,"Sosyal medyada paylaşılan ve teyit.org’a ihbar olarak gönderilen bir fotoğrafın, Caddebostan sahiline vuran şarbonlu ölü ineği gösterdiği iddia edildi.",0,√,TeyitOrg-False
TÜBİTAK sergisinde “Su ile çalışan cami çeşmesi” isimli bir projenin yer aldı,"Sosyal medyada yer alan paylaşımlarda, TÜBİTAK'ın proje sergisinde ""Su ile çalışan cami çeşmesi"" projesinin olduğu iddia edildi.",0,√,TeyitOrg-False
Pisagor'un eşinin adının Hipotenüs oldu,Pisagor’un eşinin adı Hipotenüs değildi. Bazı kaynaklarda Pisagor’un eşinin adı Theano olarak aktarılıyor.,0,√,TeyitOrg-False
Müfredata 'Recep Tayyip Erdoğan’ın Hayatı ve Eserleri' isimli bir ders eklenmedi,Sosyal medyada paylaşılan bir iddiaya göre MEB tarafından müfredata “Recep Tayyip Erdoğan’ın Hayatı ve Eserleri” isimli zorunlu bir ders eklendi.,0,X,TeyitOrg-False
Afyonkarahisar'da İYİ Partili Mahmut Koçak’ın pankartının kapatıldı,"Sosyal medyada paylaşılan bir gönderide, İYİ Parti Afyonkarahisar belediye başkan adayı Mahmut Koçak’ın seçim pankartının kapatıldığı iddia edildi.",1,√,TeyitOrg-True
Deprem sonrası ABD'den ilk ziyaret,"ABD Dışişleri Bakanı Antony Blinken, Kahramanmaraş merkezli depremlerin ardından dayanışma ve taziyelerini iletmek için yarın Türkiye'ye geliyor.",1,X,TRT
"People dergisinin Anthony Fauci'yi ""tüm zamanların en üretken seri katili"" olarak kapağına taşıdı","People dergisinin Fauci'yi kapağına ""tüm zamanların en üretken seri katili"" diye çıkaran bir sayısı olmadı.",0,√,TeyitOrg-False
Pasteur Enstitüsü ve yeni koronavirüsün patentinin 2003'te alındı,"Yeni koronavirüsün aşısının bulunduğu, virüsün 2003 yılında bir laboratuvarda üretildiği iddia edildi. Ancak iddia doğru değil. ",0,√,TeyitOrg-False
Fotoğraftaki kaydırağın gerçek oldu,"Kanada Vancouver’daki Fletcher Park'ta yer alan kaydırak, bir film seti için geçici olarak dönüştürülmüş. Gerçek değil.  ",0,√,TeyitOrg-False
Fotoğrafın YPG tarafından esir alınan Türk askerlerini gösterdi,TSK’nın Zeytin Dalı Harekatı sonrasında sosyal medyada paylaşılan bir fotoğrafın YPG tarafından esir alınan Türk askerlerine ait olduğu iddia edildi.,0,√,TeyitOrg-False
Depremde can kaybı 3 bin 432'ye çıktı,Kahramanmaraş merkezli 10 ili etkileyen depremde yaşamını yitirenlerin sayısı 3 bin 432'ye yükseldi. Yaralı sayısı 21 bin 103'e çıktı.,1,X,TRT
Kerem Kılıçdaroğlu'na ait olduğu iddia edilen Twitter hesabı,Kemal Kılıçdaroğlu'nun oğlu Kerem Kılıçdaroğlu'nun @drkilicdaroglu kullanıcı adıyla Twitter hesabı açarak açıklamalarda bulunduğu iddiası doğru değil.,0,X,TeyitOrg-False
Denizli’de kum ocağında bulunan Roma heykellerinin basına yansımadı,Denizli’deki bir kum ocağında henüz bulunan Roma heykellerinin Türkiye basınında teveccüh görmediği iddia edildi.,0,√,TeyitOrg-False
Dünyanın en büyük dalga enerjisi santrali Ordu'da kuruluyor,"Ordu Büyükşehir Belediye Başkanı Mehmet Hilmi Güler, Türkiye'nin ilk ve dünyanın en büyük dalga enerjisi santralinin inşasına 2023 baharında başlanacağını söyledi.",1,X,TRT
Time dergisinin Putin'i Adolf Hitler'e benzeten bir kapak hazırladı,Time dergisinin Putin’i Adolf Hitler’e benzeten bir kapağı yok. Orijinal kapakta Nana Heitman’ın çektiği bir Rus tankı fotoğrafı yer alıyor.,0,√,TeyitOrg-False
Adıyaman'da büyük yıkım: Madenciler son tablaya kadar sahada,"Kahramanmaraş merkezli depremlerden etkilenen Adıyaman’da yıkım çok büyük oldu. Sarsıntıların ardından sağlam bina yok denecek kadar az. TRT Haber, mikrofonu kentteki arama kurtarma çalışmalarına katılan madencilere uzattı. Çalışmaların son tablayı temelden kaldırana kadar süreceğini belirten madenciler, sahadan ayrılmamaya kararlı...",1,X,TRT
100 bin polis başka şehirden gelip 23 Haziran'da İstanbul'da oy kullanabilir mi?,23 Haziran'da seçimlerinde oy vermek için ikametgah zorunluluğu bulunmayan 100 bin polisin oy kullanmak için İstanbul’a getirileceği iddia edildi.,0,X,TeyitOrg-False
Videonun kanser hastası çocuk için geçit töreni yapan motosikletlileri gösterdiği iddası,"Motorcuların serebral palsi hastası bir çocuğu ziyaret ettiğini gösteren video, Brezilya Devlet Başkanı Bolsanoro’nun motosikletli konvoyuyla montajlanmış. ",0,X,TeyitOrg-False
Cumhurbaşkanı Erdoğan'dan kira desteği açıklaması,"Cumhurbaşkanı Recep Tayyip Erdoğan, ""Ev sahibi olanlara 5 bin lira, kiracı olanlara 2 bin lira kira yardımı yapacağız."" dedi.",1,X,TRT
Videonun Hindistan’daki Müslüman protestocuları gösterdi,"Hindistan’ın iktidar partisi BJP sözcüsü Nupur Sharma’nın Hz. Muhammed’e yönelik sözlerinden sonra ülkede protestolar başlamış olsa da, bu video 2021 başından ve Pakistan’dan.",0,√,TeyitOrg-False
Fotoğraftakinin dünyanın en küçük kuşu oldu,"Fotoğraftaki gerçek bir kuş değil, el yapımı kızılgerdan kuşunun minyatürü. Dünyanın en küçük kuşu sinek kuşu ve nesli tükenme tehlikesi altında.",0,√,TeyitOrg-False
2 terörist etkisiz hale getirildi,Suriye’nin kuzeyindeki Zeytin Dalı bölgesinde tespit edilen 2 PKK/YPG'li terörist etkisiz hale getirildi.,1,X,TRT
Gökyüzünde korkunç ve garip bir varlık görüldü,Video eski tarihli. Videoda yer alan garip yaratık plastik bir ördek figürü ve videoya eklenmiş. Sonuç olarak iddia doğru değil.,0,√,TeyitOrg-False
Atama kararları Resmi Gazete'de,"Milli Eğitim Bakanlığı, Afet ve Acil Durum Yönetimi Başkanlığı (AFAD), Göç İdaresi Başkanlığı ve Adli Tıp Kurumu'na ilişkin atama kararları Resmi Gazete'de yayımlandı.",1,X,TRT
Videonun Alp dağları üzerindeki dolunayı gösterdi,"Video gerçek bir dolunay görüntüsünü yansıtmıyor. Mars’ın modellerinden biri, karlı dağların görüntüsüne montajlanmış. ",0,√,TeyitOrg-False
Sumak suyunun yeni koronavirüsü yenmede etkili oldu,Sumak suyunun Covid-19 hastalığını tedavi etmede etkili olduğuna kanıt yok.,0,√,TeyitOrg-False
Özel okul öncesi eğitim kurumları 13 Şubat'ta eğitim ve öğretime başlayacak,"MEB, Kahramanmaraş merkezli depremler sonrası hem yardım faaliyetlerine destek olmak isteyen hem de çalışan annelerin yoğun talebi üzerine depremin meydana geldiği 10 il dışındaki özel okul öncesi eğitim kurumlarının 13 Şubat itibarıyla eğitim ve öğretime başlamalarına karar verdi.",1,X,TRT
Türk savaş uçakları eğitim uçuşu için havalandı,"Türk Silahlı Kuvvetlerine bağlı muharip ve destek uçakları, Ege'de uluslararası hava sahasında eğitim uçuşu gerçekleştirdi.",1,X,TRT
"Hazine ve Maliye Bakanlığı ""ilaç temini"" sorunu için devreye girdi","Eczanelerdeki ilaçların temini ve sektörün desteklenmesi için hareket geçen Hazine ve Maliye Bakanlığı, şubat ayında yapılması planlanan ilaç fiyatı düzenlemesini öne çekmek için çalışmalara başladı.",1,X,TRT
Türkiye'ye getirilen Atilla Önder tutuklandı,"Uyuşturucu ticareti suçundan kırmızı bültenle aranırken İspanya'da yakalanan Atilla Önder, Türkiye'ye getirildi. Emniyet ve adliyedeki işlemleri tamamlanan Önder, tutuklanarak cezaevine gönderildi.",1,X,TRT
Diş macunundaki florürün epifiz bezinin kireçlenmesinin sebebi oldu,Florür dişleri çürümeye karşı koruyan bir kimyasal ve diş macunundan alınan florürün epifiz bezine kanıtlanmış bir zararı yok.,0,√,TeyitOrg-False
TBMM Başkanı Şentop: Somut adım atılmasını bekliyoruz,"Türkiye Büyük Millet Meclisi Başkanı Mustafa Şentop, İsveç'te yaşanan olayın kamuoyunda büyük infiale neden olduğunu belirterek, ""Somut adım atılmasını acilen bekliyoruz"" dedi.",1,X,TRT
Videonun İsveç’teki güncel parçalı güneş tutulmasını gösterdi,Görüntüler güncel değil. Video 2017 yılında İsveç’in Vemdalen kayak merkezinde yaşanan gökyüzü olayını gösteriyor.,0,√,TeyitOrg-False
Görselin Sultan II. Abdülhamit'in sürgün edildiği anı gösterdi,"Sultan Abdülhamit’in sürgüne gönderildiği anı gösterdiği iddia edilen görsel, bir fotoğraf değil. İtalyan bir sanatçı tarafından 1909 yılında çizilen tasvir, rivayetlerden yola çıkmış.",0,√,TeyitOrg-False
Videonun CHP'nin 2019 yerel seçim reklamını gösterdi,Sosyal medyada paylaşılan bir videonun CHP'nin Mart 2019’ya yapılacak yerel seçimler için hazırlanan reklam filmi olduğu iddia edildi.,0,√,TeyitOrg-False
Rumeli Hisarı'na mescit yapıldı,2015 yılında ibadete açılan Boğazkesen Fetih Mescidi’ni Google Earth kullanarak da görebiliyoruz. ,1,√,TeyitOrg-True
Yeni Konut Finansman Programı'na ilişkin kanun teklifi yasalaştı,"Yeni Konut Finansman Programı'na ilişkin kanun teklifi, TBMM Genel Kurulunda kabul edilerek yasalaştı. Kanun ile Yeni Konut Finansman Programı'nın genel çerçevesi belirleniyor, program kapsamındaki katkıların sınırları ve ceza hükümleri düzenleniyor.",1,X,TRT
Bakan Çavuşoğlu: İsveç hükümeti alçak eyleme ortak olmuştur,"Dışişleri Bakanı Mevlüt Çavuşoğlu, Kur'an-ı Kerim yakılmasına ilişkin, ""İsveç hükümeti bu alçak eyleme izin vererek bu suça ortak olmuştur"" dedi.",1,X,TRT
Depremden korunmak için yaşam üçgeni kurmanın doğru olduğu ,"Uzmanlara göre “yaşam üçgeni” deprem anında iradi olarak kurulabilecek bir şey değil; tesadüfen oluşuyor. Bu nedenle alınması gereken ilk önlem binaların sağlam olması. Eşyaların sabitlenmesi ile deprem anında da çök, kapan, tutun formülünü uygulamak diğer önlemler. ",0,√,TeyitOrg-False
"Kahramanmaraş'ta 7,6 büyüklüğünde yeni deprem","Kahramanmaraş'ın Pazarcık ilçesinde saat 04.17'de meydana gelen 7,7 büyüklüğündeki deprem ve artçı sarsıntıların ardından, Elbistan ilçesinde 7,6 büyüklüğünde bir deprem daha meydana geldi.",1,X,TRT
‘Bulunmaz Hint kumaşı’ deyiminin Britanyalıların parmaklarını kestiği kumaş ustalarından geldi,Britanyalıların 17. yüzyılda Hindistan’ı işgal ettiklerinde kendi tekstil mallarını rakipsiz kılmak için Hint tekstilini ayakta tutan 40 bin ustanın parmaklarını kestiği bilgisi doğru değil.,0,√,TeyitOrg-False
Türkiye'nin 2018'de 'yarı-özgür ülke' statüsünden 'özgür olmayan ülke' statüsüne geriledi,Türkiye Freedom House'un sınıflandırmasında ilk kez “yarı-özgür” ülke statüsünden “özgür olmayan” ülke statüsüne düşürüldü.,1,√,TeyitOrg-True
Fotoğrafın Ekrem İmamoğlu'nu marketten içki alırken gösterdi,"Facebook’ta bir hesabın yaptığı paylaşım, Ekrem İmamoğlu’nun alışverişi sırasında marketten rakı aldığını gösterdiğini iddia ediyor.",0,√,TeyitOrg-False
Terör örgütü üyeleri sınırda yakalandı,"Türkiye'den Yunanistan'a yasa dışı yollarla geçmeye çalışan 8'i FETÖ, 2'si PKK/KCK terör örgütü mensubu olmak üzere 15 kişi yakalandı.",1,X,TRT
"Suriye'nin kuzeyinde 12 terörist etkisiz hale getirildi
",Suriye'nin kuzeyindeki Zeytin Dalı ve Fırat Kalkanı bölgelerine taciz ateşi açan PKK/YPG'li 12 terörist etkisiz hale getirildi.,1,X,TRT
"Cumhurbaşkanı Erdoğan, Pakistan Başbakanı Şerif'i kabul etti","Cumhurbaşkanı Recep Tayyip Erdoğan, Pakistan Başbakanı Şahbaz Şerif'i kabul etti.",1,X,TRT
İsveç ve Finlandiya’da ehliyet sınavından üç kez kalanların psikoloğa görünmesi gerekti,İsveç ve Finlandiya’da ehliyet sınavından üç kez kalanların psikoloğa gitmesi gerekmiyor. Başarısız olanlar sınava yeniden girme hakkına sahip.,0,√,TeyitOrg-False
Bill Gates’in aşılarla dünya nüfusunu azaltmayı amaçladı,"Bill Gates aşılar sayesinde çocuk ölümlerinin azalacağını, böylece ebeveynlerin daha az çocuk sahibi olacağını düşünüyor. ",0,√,TeyitOrg-False
Fotoğrafın İsmet İnönü'yü sadece ABD bayrağını tutarken gösterdi,"Cumhurbaşkanı Recep Tayyip Erdoğan, 7 Ekim 2018’de yaptığı konuşmada gösterdiği bir fotoğrafta İsmet İnönü’nün ABD bayrağı salladığını iddia etti.",0,√,TeyitOrg-False
"Yargıtay, kazadan sonra alkollü çıkan sürücüye beraati bozdu","Yargıtay, trafik kazasından 2 saat sonra yapılan ölçümde 0,48 promil alkollü olduğu tespit edilen sürücü hakkındaki beraat kararını bozdu.",1,X,TRT
Fotoğrafın iklim aktivisti Greta Thunberg’i George Soros ile birlikte gösterdi,Sosyal medyada paylaşılan fotoğrafta iklim aktivisti Thunberg’le George Soros’un yan yana olduğu iddia edildi. Fakat Soros'un yüzü fotoğrafa montajlanmış.,0,√,TeyitOrg-False
Videonun nitrojen emisyonu azaltım politikasını protesto için gübre ve samanla polise saldıran Hollandalı çiftçileri gösterdi,"Görüntüler Hollanda'da değil Belçika’daki bir protestoyu gösteriyor. Çiftçiler 2015 yılında Brüksel’de düşen tarım ürünü fiyatlarını protesto etmiş.
",0,√,TeyitOrg-False
155. saatte mucizeler devam ediyor: 8 yaşındaki Semih Ege enkazdan çıkarıldı,"Gaziantep'in Nurdağı ilçesinde, enkaz altından 155 saat sonra 8 yaşındaki çocuk çıkarıldı.",1,X,TRT
Fotoğrafın ABD'li şarkıcı Marilyn Manson'ın yaşlanmış halini gösterdi,ABD’li şarkıcı Marilyn Manson’u yaşlanmış gösteren fotoğraf orijinal değil. Görsel üzerinde oynama yapılmış.,0,√,TeyitOrg-False
Galatasaray taraftarının bebeğine 'Forvet Al Cengiz' ismini koydu,"Sosyal medyada paylaşılan bir haberde, fanatik Galatasaraylı Ahmet Cengiz’in yeni doğan oğluna “Forvet Al” ismini koyduğu iddia edildi.",0,√,TeyitOrg-False
Videonun kendi kendine kaza yapan araçları gösterdi,Sosyal medyada paylaşılan ve teyit.org’a ihbar olarak gönderilen bir videonun kendi kendine kaza yapan arabaları gösterdiği iddia edildi.,0,√,TeyitOrg-False
Cenazelerin kimlik tespiti için Kriminal Daire Başkanlığı deprem bölgesinde çalışıyor,"Depremde hayatını kaybedenlerin cansız bedenleri, Kriminal Daire Başkanlığı ekiplerinin çalışması sonrası yakınlarına teslim ediliyor. Defin işlemleri ise Diyanet Başkanlığı personeli tarafından yapılıyor.",1,X,TRT
Bakan Kurum: Tüm alanlarda ön alan çalışmalarını tamamladık,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, ""Şu an depremden hasar görmüş 10 ilimizde yer tespitleri yapılmış durumdadır. Tüm alanlarda, ön alan çalışmalarını tamamladık ve burada şimdi ayrıntılı jeolojik etüt çalışmalarını başlattık"" dedi.",1,X,TRT
Gana’da sahte ABD Büyükelçiliği açıldı,Gana'da Türklerin de arasında olduğu bir suç şebekesinin sahte ABD büyükelçiliği açarak yıllarca işlettikleri ortaya çıktı.,1,√,TeyitOrg-True
Karahindiba kökünün 48 saat içinde kanseri yendi,Sosyal medyada paylaşılan bir iddiaya göre karahindiba kökü kanser hücrelerinin yüzde 98'ini 48 saatte öldürüyor. Ancak iddia doğru değil.,0,√,TeyitOrg-False
EYT'nin detayları ay sonuna kadar netleşecek,"Emeklilikte yaşa takılanlara yönelik düzenlemeyle ilgili hazırlıklar sürüyor. Kapsama gireceklere ilişkin tüm kayıtlar inceleniyor, dijital ortama aktarılıyor. Verilere erişilmesinin ardından, EYT çalışmasının detayları ay sonuna kadar netleşecek.",1,X,TRT
Videonun Türk F-16'sının düşürdüğü Ermeni uçağını gösterdi,Görüntüler 2018 yılında Suriye’de düşürülen bir Rus uçağına ait. Dünyada da yankı bulan görüntüler ÖSO tarafından vurulan SU-25’in düştüğü anda kaydedilmiş.,0,√,TeyitOrg-False
Fotoğraftaki uçağın İzmir’e yardım malzemeleri taşıyan Yunan kargo uçağı oldu,Fotoğraftaki C-130 Yunan kargo uçağı Türkiye’ye yardım getirmedi. Fotoğraf eski tarihli. Yunanistan sadece talep gelmesi durumunda yardımda bulunacağını ifade etmiş.,0,√,TeyitOrg-False
Cornell Üniversitesi’nden Robert Oswald’un Covid-19’un yalan olduğunu söyledi,"Prof. Dr. Robert Oswald, Covid-19’un gerçek olduğunu, aksini iddia edenlere inanılmaması gerektiğini aktarıyor. İddiaya dayanak gösterilen bin 500 kişi katılımlı araştırma da mevcut değil. ",0,√,TeyitOrg-False
Melih Gökçek'in süs bitkileri için 550 milyon TL harcadı,Melih Gökçek’in Ankara Büyükşehir Belediye Başkanı olduğu dönemde makam odalarını süslemek için belediye bütçesinden 550 milyon TL harcayarak süs bitkileri aldığı iddia edildi.,0,√,TeyitOrg-False
Atama kararları Resmi Gazete'de,"Cumhurbaşkanı Erdoğan'ın imzasıyla bazı kurum ve kuruluşlara ilişkin atama kararları Resmi Gazete'de yayımlandı. Karara göre, Dışişleri Bakan yardımcılıklarına Burak Akçapar ve Mehmet Kemal Bozay atandı.",1,X,TRT
Norveç'te 450 kişinin aşılanmalarına rağmen hayatını kaybetti,"450 sayısı, Norveç’te aşılanmasına rağmen hayatını kaybedenleri değil, enfekte olanları gösteriyor. Bu sayı toplam aşılananların yüzde 0,03'üne denk. ",0,√,TeyitOrg-False
Kılıçdaroğlu: Seçim 14 Mayıs'ta diye düşünüyoruz,"CHP Genel Başkanı Kılıçdaroğlu, seçim takvimi ve altılı masanın adayıyla ilgili değerlendirmelerde bulundu. Seçim tarihinin 14 Mayıs olarak göründüğünü söyleyen Kılıçdaroğlu, ""Cumhurbaşkanı adayını 6 liderin konuşması lazım. Benim konuşmam doğru olmaz"" dedi.",1,X,TRT
Boşanma aşamasındaki kadının 'düğün takıları' talebi reddedildi,"Boşanma aşamasında olduğu eşinden düğünde takılan altınları almak isteyen kadının açtığı davada mahkeme, davanın reddine karar verdi.",1,X,TRT
Erdoğan ve Putin'in tokalaşırken çekilen fotoğrafı,Uzun süreli küslüğün ardından Erdoğan ve Putin'in St. Petersburg'daki buluşmada el sıkışma sırasında Erdoğan'ın başını eğdiği öne sürüldü.,0,X,TeyitOrg-False
MİT'ten nokta operasyon: Sözde yönetici etkisiz hale getirildi,"MİT, Bursa'da cezaevi servis aracına yönelik saldırının azmettiricisi, MLKP'nin sözde yöneticilerinden Zeki Gürbüz'ü Suriye'nin Haseke bölgesinde etkisiz hale getirdi.",1,X,TRT
Dünyanın en zengin insanı John Ford’un Müslüman oldu,"Dünyanın en zengin insanı John Ford değil. Görüntülerdeki kişi 2018 yılında Umman’da Müslüman olmuş. Haberlerde ABD ordusundan biri olduğu belirtilmiş.
",0,√,TeyitOrg-False
"Bahçeli deprem bölgesine gidiyor: Vakit yollara düşme vaktidir, milletimle tek yürek olacağım","MHP Genel Başkanı Devlet Bahçeli, depremden etkilenen tüm illeri sırasıyla ziyaret edeceğini belirterek ""Şimdi yollara düşme vaktidir"" dedi. Bahçeli, deprem çalışmalarına yönelik eleştirilere de ""Devlet baktığınız ve bastığınız her yerde hakim ve hadimdir"" sözleriyle tepki gösterdi.",1,X,TRT
Fotoğrafın İsrail eski Başbakanı Ariel Şaron’un hayatını kaybettikten sonraki halini gösterdi,Sosyal medyada paylaşılan bir fotoğrafın İsrail eski başbakanı Ariel Şaron’un hayatını kaybettikten sonraki halini gösterdiği iddia edildi.,0,√,TeyitOrg-False
Kadınların dekolte giyerek deprem yaratmaya çalıştı,Binlerce kadının dekolte giyerek deprem yaratmaya çalıştığı iddiası çeşitli sosyal medya hesaplarında ve pek çok medya kuruluşunda paylaşıldı.,1,√,TeyitOrg-True
Cumhurbaşkanı kararları Resmi Gazete'de,"Sakarya, Kocaeli, Zonguldak, Rize ve Balıkesir'deki bazı alanların orman sınırları dışına çıkarılması ve Rize'nin İyidere ilçesinde bazı taşınmazların acele kamulaştırılmasına karar verildi.",1,X,TRT
Şehir dışında okuyan öğrenciler nasıl oy kullanacak?,Seçimler için 14 Mayıs günü öne çıktı. Ancak mayıs ayında üniversitelerde eğitim devam ediyor. Peki farklı kentlerde eğitim gören 1 milyonu aşkın öğrenci nasıl oy kullanacak?,1,X,TRT
"Cumhurbaşkanı Erdoğan: 9 bin 57 kişi hayatını kaybetti, 52 bin 979 yaralı var","Cumhurbaşkanı Recep Tayyip Erdoğan, Kahramanmaraş merkezli depremlerde 9 bin 57 kişinin hayatını kaybettiğini, 52 bin 979 kişinin yaralandığını, 6 bin 444 binanın yıkıldığını açıkladı.",1,X,TRT
Plandemic: Judy Mikovits’in iddiaları,"Plandemic adlı videoda aşıların insanların ölümüne sebep olduğundan, maskelerin virüsü aktive ettiğine varan sayısız iddia sıralanıyor.",0,X,TeyitOrg-False
Taksim'deki bombalı saldırıyı Jiyan Tosun'un yaptı,Taksim'deki patlamayı yapan kişinin Ahlam Albashir olduğu açıklandı. Jiyan Tosun’un olayla ilgisi olduğuna kanıt yok.,0,√,TeyitOrg-False
"AK Parti Grup Başkanvekili Elitaş: EYT'de endişe olmasın, yetiştireceğiz","AK Parti Grup Başkanvekili Elitaş, ""EYT bize geldikten sonra Meclis'te 10 günlük bir çalışma süresi gerekir. Kimse endişe etmesin, yetiştireceğiz. Bakanlık henüz çalışmayı göndermedi"" açıklamasını yaptı.",1,X,TRT
Fotoğraftakinin elması Newton'un kafasına düşen ağaç olduğu ,Fotoğraftaki ağaç ABD'de ve Newton’un yerçekimi yasasını bulmasına vesile olduğu rivayet edilen elma ağacı değil.,0,√,TeyitOrg-False
"Videonun Britanya’da uygulanan ""domuz terapisini"" gösterdi","Paylaşılan videonun Britanya’da uygulanan ‘domuz terapisini’ gösterdiği iddia edildi.
",0,√,TeyitOrg-False
Meral Akşener'in Ümit Özdağ'ın Stratejik Göç Mühendisliği kitabını gösterdi,"Meral Akşener, 13 Nisan 2022 tarihli grup toplantısında Ümit Özdağ’ın Stratejik Göç Mühendisliği kitabını değil, Atatürk’ün Medeni Bilgiler kitabını gösteriyor. ",0,√,TeyitOrg-False
Borsa İstanbul yatırımcıların cazibe merkezi oldu,"Borsa İstanbul'u yatırım aracı olarak görenlerin sayısı rekor seviyeye yükseldi. Panik veya kar satışlarının birer alım fırsatı olabileceğini belirten uzmanlar, yukarı yönlü beklentilerin güçlü olduğunu söylüyor. Peki, borsa neden yatırımcıları çekiyor? Borsanın alternatifi olabilecek araçlar hangileri? Detaylar haberimizde...",1,X,TRT
TBMM Başkanı Şentop Şanlıurfa'da incelemelerde bulundu,"TBMM Başkanı Mustafa Şentop, depremden etkilenen Şanlıurfa'da incelemelerde bulundu.",1,X,TRT
Bakan Soylu: Delillendirme faaliyetleri tamamlanmadan enkaz kaldırılmıyor,"İçişleri Bakanı Süleyman Soylu, binalarda delillendirme çalışmalarının devam ettiğini belirterek, bunlar yapılmadan herhangi bir enkazın kaldırılmadığını söyledi.",1,X,TRT
5G WhatsApp mesajı III: 5G ve yeni koronavirüs arasında bağ kurmak mümkün mü?,"5G WhatsApp mesajlarını incelediğimiz son analizde, mesajlarda yer alan bazı kavramları ve 5G ve yeni koronavirüs arasında bağlantı kurup kurmamak mümkün mü sorularına değineceğiz.",0,X,TeyitOrg-False
Atme'deki saldırıya ait olduğu iddia edilen fotoğraf,6 Ekim'de Atme'de gerçekleşen saldının ardından kullanılan fotoğraf gerçekte Ağustos ayında Atme sınır kapısında meydana gelen bombalı saldırıya ait.,0,X,TeyitOrg-False
Tercih mührü Hayır yazısının üzerine basılırsa oy geçersiz sayılacak,"Sosyal medya ve WhatsApp gruplarında dolaşıma giren bir görsel ile ""Tercih"" mührü ""Hayır"" yazısının üzerine gelirse oyun geçersiz sayılacağı iddia edildi.",0,√,TeyitOrg-False
‘Birisi kabuk tutmuş yaralarımızı okşamaya’ diye başlayan alıntının Márquez'e ait oldu,Alıntı yazar Marquez’in Yüzyıllık Yalnızlık adlı eserinde geçmiyor. Cümleler Ayşe Arman’ın 2001 yılında yazdığı bir köşe yazısından.,0,√,TeyitOrg-False
"Cumhurbaşkanı Erdoğan, Sırbistan Dışişleri Bakanı'nı kabul etti","Cumhurbaşkanı Erdoğan, Sırbistan Başbakan Birinci Yardımcısı ve Dışişleri Bakanı Ivica Dacic'i kabul etti.",1,X,TRT
The Simpsons dizisinin Rusya Ukrayna çatışmasını önceden bildi,"The Simpsons’ın iddia konusu bölümlerinde Rusya Ukrayna çatışması ya da Mayıs 2022’de nükleer savaş çıkacağına dair sahneler yer almıyor.
",0,√,TeyitOrg-False
Ukrayna’nın gönüllü askerlere günde 2 bin dolar verecek,"İlan Ukrayna devletine değil, Silent Professionals isimli ABD merkezli bir platforma ait. Ukrayna Dışişleri Bakanlığı’nın gönüllü asker çağrısı herhangi ödeme vaat etmiyor.",0,√,TeyitOrg-False
ABD’de ölümsüz bir yılan türü bulundu,"Ölümsüz bir yılan türü yok. Haberlere konu olan çekiç başlı yassı solucan, portakal özütü veya tuzla öldürülebilir.",0,√,TeyitOrg-False
Hac başvuruları yarın sona erecek,Hac ibadeti için ilk defa kayıt yaptıracak veya kayıtlarını güncelleyecek adayların başvuru işlemleri yarın sona erecek.,1,X,TRT
